fragment,Fixation Duration_mean,Fixation Duration_sum,Fixation Duration_max,Fixation Duration_min,Fixation Duration_median,Fixation Duration_std,Fixation Duration 250_mean,Fixation Duration 250_sum,Fixation Duration 250_max,Fixation Duration 250_min,Fixation Duration 250_median,Fixation Duration 250_std,Fixation Duration 500_mean,Fixation Duration 500_sum,Fixation Duration 500_max,Fixation Duration 500_min,Fixation Duration 500_median,Fixation Duration 500_std,Fixation Count_mean,Fixation Count_sum,Fixation Count_max,Fixation Count_min,Fixation Count_median,Fixation Count_std,Fixation Count 250_mean,Fixation Count 250_sum,Fixation Count 250_max,Fixation Count 250_min,Fixation Count 250_median,Fixation Count 250_std,Fixation Count 500_mean,Fixation Count 500_sum,Fixation Count 500_max,Fixation Count 500_min,Fixation Count 500_median,Fixation Count 500_std,fixation_NumberOfPupilPeaks_mean,fixation_NumberOfPupilPeaks_sum,fixation_NumberOfPupilPeaks_max,fixation_NumberOfPupilPeaks_min,fixation_NumberOfPupilPeaks_median,fixation_NumberOfPupilPeaks_std,fixation_PupilSize_mean_mean,fixation_PupilSize_mean_sum,fixation_PupilSize_mean_max,fixation_PupilSize_mean_min,fixation_PupilSize_mean_median,fixation_PupilSize_mean_std,fixation_PupilSize_median_mean,fixation_PupilSize_median_sum,fixation_PupilSize_median_max,fixation_PupilSize_median_min,fixation_PupilSize_median_median,fixation_PupilSize_median_std,fixation_PupilSize_max_mean,fixation_PupilSize_max_sum,fixation_PupilSize_max_max,fixation_PupilSize_max_min,fixation_PupilSize_max_median,fixation_PupilSize_max_std,fixation_PupilSize_min_mean,fixation_PupilSize_min_sum,fixation_PupilSize_min_max,fixation_PupilSize_min_min,fixation_PupilSize_min_median,fixation_PupilSize_min_std,fixation_PupilSize_std_mean,fixation_PupilSize_std_sum,fixation_PupilSize_std_max,fixation_PupilSize_std_min,fixation_PupilSize_std_median,fixation_PupilSize_std_std,fixation_PupilSize_sum_mean,fixation_PupilSize_sum_sum,fixation_PupilSize_sum_max,fixation_PupilSize_sum_min,fixation_PupilSize_sum_median,fixation_PupilSize_sum_std,fixation_PupilPeaksAmplitude_mean_mean,fixation_PupilPeaksAmplitude_mean_sum,fixation_PupilPeaksAmplitude_mean_max,fixation_PupilPeaksAmplitude_mean_min,fixation_PupilPeaksAmplitude_mean_median,fixation_PupilPeaksAmplitude_mean_std,fixation_PupilPeaksAmplitude_median_mean,fixation_PupilPeaksAmplitude_median_sum,fixation_PupilPeaksAmplitude_median_max,fixation_PupilPeaksAmplitude_median_min,fixation_PupilPeaksAmplitude_median_median,fixation_PupilPeaksAmplitude_median_std,fixation_PupilPeaksAmplitude_max_mean,fixation_PupilPeaksAmplitude_max_sum,fixation_PupilPeaksAmplitude_max_max,fixation_PupilPeaksAmplitude_max_min,fixation_PupilPeaksAmplitude_max_median,fixation_PupilPeaksAmplitude_max_std,fixation_PupilPeaksAmplitude_min_mean,fixation_PupilPeaksAmplitude_min_sum,fixation_PupilPeaksAmplitude_min_max,fixation_PupilPeaksAmplitude_min_min,fixation_PupilPeaksAmplitude_min_median,fixation_PupilPeaksAmplitude_min_std,fixation_PupilPeaksAmplitude_std_mean,fixation_PupilPeaksAmplitude_std_sum,fixation_PupilPeaksAmplitude_std_max,fixation_PupilPeaksAmplitude_std_min,fixation_PupilPeaksAmplitude_std_median,fixation_PupilPeaksAmplitude_std_std,fixation_PupilPeaksAmplitude_sum_mean,fixation_PupilPeaksAmplitude_sum_sum,fixation_PupilPeaksAmplitude_sum_max,fixation_PupilPeaksAmplitude_sum_min,fixation_PupilPeaksAmplitude_sum_median,fixation_PupilPeaksAmplitude_sum_std,IsfixationInSpatialCluster_mean,IsfixationInSpatialCluster_sum,IsfixationInSpatialCluster_max,IsfixationInSpatialCluster_min,IsfixationInSpatialCluster_median,IsfixationInSpatialCluster_std,IsfixationInSpatialTemporalCluster_mean,IsfixationInSpatialTemporalCluster_sum,IsfixationInSpatialTemporalCluster_max,IsfixationInSpatialTemporalCluster_min,IsfixationInSpatialTemporalCluster_median,IsfixationInSpatialTemporalCluster_std,Spacecluster_countUniqueClusters,SpaceTimeCluster_countUniqueClusters,non-horizontal saccade_mean,non-horizontal saccade_sum,non-horizontal saccade_max,non-horizontal saccade_min,non-horizontal saccade_median,non-horizontal saccade_std,horizontal saccade_mean,horizontal saccade_sum,horizontal saccade_max,horizontal saccade_min,horizontal saccade_median,horizontal saccade_std,no saccade_mean,no saccade_sum,no saccade_max,no saccade_min,no saccade_median,no saccade_std,saccadic amplitude_mean,saccadic amplitude_sum,saccadic amplitude_max,saccadic amplitude_min,saccadic amplitude_median,saccadic amplitude_std,Sub-scanAverageWeightedDegree_mean,Sub-scanAverageWeightedDegree_sum,Sub-scanAverageWeightedDegree_max,Sub-scanAverageWeightedDegree_min,Sub-scanAverageWeightedDegree_median,Sub-scanAverageWeightedDegree_std,Sub-scanNtranstions_mean,Sub-scanNtranstions_sum,Sub-scanNtranstions_max,Sub-scanNtranstions_min,Sub-scanNtranstions_median,Sub-scanNtranstions_std,Sub-scanNUniqueVisits_mean,Sub-scanNUniqueVisits_sum,Sub-scanNUniqueVisits_max,Sub-scanNUniqueVisits_min,Sub-scanNUniqueVisits_median,Sub-scanNUniqueVisits_std,Sub-scanDensity_mean,Sub-scanDensity_sum,Sub-scanDensity_max,Sub-scanDensity_min,Sub-scanDensity_median,Sub-scanDensity_std,Sub-scanEntropy_mean,Sub-scanEntropy_sum,Sub-scanEntropy_max,Sub-scanEntropy_min,Sub-scanEntropy_median,Sub-scanEntropy_std,label_fragmentHighlighted_,participant,task
question,170.3605917,6132.9813,558.3149,66.61885,137.478375,111.6644604,404.98654,2024.9327,558.3149,275.0157,399.9467,104.1704183,558.3149,558.3149,558.3149,558.3149,558.3149,,1,36,1,1,1,0,0.138888889,5,1,0,0,0.350736187,0.027777778,1,1,0,0,0.166666667,1.527777778,55,8,0,1,1.298044928,0.823563311,29.64827918,1.07820085,0.405822761,0.880038207,0.19020915,0.842865741,30.34316667,1.08701724,0.378210302,0.933612456,0.208875422,1.048381623,37.74173844,1.231114453,0.815801034,1.043930964,0.087555438,0.558204499,20.09536196,1.064778997,0.102103185,0.627139699,0.343918658,0.161235533,5.804479199,0.394097588,0.005100969,0.144652171,0.122251814,69.23797831,2492.567219,90.56887136,34.0891119,74.30486259,15.93956537,0.244692624,8.31954921,1.129011268,0.000514649,0.106570426,0.306716804,0.24317927,8.268095174,1.129011268,2.16E-05,0.106570426,0.307828879,0.304427512,10.3505354,1.129011268,0.001502985,0.122208884,0.353643538,0.193853707,6.591026038,1.129011268,6.79E-06,0.103328492,0.304245452,0.193509878,2.515628408,0.575820852,0.000855925,0.062312537,0.242652943,0.29820685,10.73544659,1.157925868,0,0.121129562,0.36427788,0,0,0,0,0,0,0.083333333,3,1,0,0,0.280305955,0,1,0.722222222,26,1,0,1,0.454256763,0.25,9,1,0,0,0.439155033,0.027777778,1,1,0,0,0.166666667,9.430279351,339.4900566,91.78779875,0,6,15.02523014,2.25462963,81.16666667,3,1,2.666666667,0.691313577,3.722222222,134,7,1,3,1.906546783,3.277777778,118,6,2,3,1.426506444,1.127314815,40.58333333,1.5,0.5,1.333333333,0.345656789,1.411137126,50.80093653,2.584962501,0,1.5,0.828902817,0,20.04,t2_eclipse (B_11.java)
temp1 and temp2 declaration,211.3641634,8665.9307,516.6496,75.0058,174.94505,114.6197072,357.6296792,4291.55615,516.6496,258.3304,329.158325,89.9883608,516.6496,516.6496,516.6496,516.6496,516.6496,,1,41,1,1,1,0,0.292682927,12,1,0,0,0.460646417,0.024390244,1,1,0,0,0.156173762,1.585365854,65,10,0,1,2.085372985,0.844864505,34.6394447,1.029196618,0.620444478,0.824430934,0.123799433,0.877563825,35.98011681,1.038728131,0.599157423,0.888166707,0.120965311,1.002551896,41.10462774,1.067646346,0.851346063,1.007955267,0.04970697,0.614133683,25.17948101,1.017715532,0.31459978,0.511218668,0.241853529,0.128327637,5.261433099,0.252876526,0.004370713,0.16127464,0.084581667,71.15950381,2917.539656,86.55862428,52.11733612,69.25219847,10.47755393,0.194368725,7.191642828,0.753046567,7.12E-06,0.103239438,0.222104025,0.192751619,7.131809918,0.753046567,7.12E-06,0.103239438,0.223472694,0.217370882,8.042722626,0.753046567,7.12E-06,0.152818684,0.222073799,0.18197005,6.732891854,0.753046567,1.64E-06,0.06167756,0.226182858,0.092338248,0.738705986,0.366694308,0.000695149,0.057144839,0.119577569,0.197461523,8.09592243,0.753046567,0,0.119098178,0.222847811,0.219512195,9,1,0,0,0.419058177,0.097560976,4,1,0,0,0.300406229,1,2,0.56097561,23,1,0,1,0.502433104,0.414634146,17,1,0,0,0.498778997,0.024390244,1,1,0,0,0.156173762,7.814144463,320.379923,69.26037828,0,5.099019514,11.57746194,1.800813008,73.83333333,2.666666667,1,2,0.584783331,3,123,6,1,3,1.46628783,3.170731707,130,6,2,3,0.972173828,0.900406504,36.91666667,1.333333333,0.5,1,0.292391666,1.321889936,54.19748738,2.584962501,0,1.584962501,0.842239263,0,20.04,t2_eclipse (B_11.java)
array list definition,177.3584071,1241.50885,258.2899,100.0059,174.94405,54.56166122,258.2899,258.2899,258.2899,258.2899,258.2899,,,0,,,,,1,7,1,1,1,0,0.142857143,1,1,0,0,0.377964473,0,0,0,0,0,0,1.285714286,9,2,1,1,0.487950036,0.896215332,6.273507324,1.124413525,0.637048619,0.908057904,0.149717185,0.877823995,6.144767968,1.119251586,0.438508479,0.912516843,0.214314144,1.067705012,7.473935081,1.233007158,0.957757195,1.044133445,0.111297149,0.661839432,4.632876023,0.930383429,0.325497174,0.585885934,0.217383496,0.1312422,0.918695401,0.320543948,0.028714561,0.095124335,0.102939371,75.15169539,526.0618677,94.45073612,53.51208396,75.75804595,12.56417143,0.288742577,2.021198038,0.878446149,0.028682825,0.132243319,0.336932439,0.288742577,2.021198038,0.878446149,0.028682825,0.132243319,0.336932439,0.307980327,2.155862287,0.878446149,0.028682825,0.132243319,0.330800692,0.269504827,1.886533789,0.878446149,0.028682825,0.079659887,0.347706169,0.095222004,0.190444007,0.153261906,0.037182101,0.095222004,0.082080817,0.328781944,2.301473605,0.878446149,0.028682825,0.211903206,0.324783911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,6,1,0,1,0.377964473,0.142857143,1,1,0,0,0.377964473,0,0,0,0,0,0,10.50943255,73.56602788,19.02629759,3.16227766,9.219544457,5.225941568,2.028571429,14.2,2.5,1.6,2,0.368394199,4.428571429,31,5,4,4,0.534522484,4.428571429,31,5,4,4,0.534522484,1.014285714,7.1,1.25,0.8,1,0.184197099,2.137969184,14.96578428,2.321928095,2,2,0.172077805,0,20.04,t5_eclipse (C_3.java)
index function,156.6134633,32888.8273,558.29385,66.61175,141.6368,80.0486267,325.971924,8149.2981,558.29385,258.312,308.2888,67.96205302,558.29385,558.29385,558.29385,558.29385,558.29385,,1,210,1,1,1,0,0.119047619,25,1,0,0,0.324618359,0.004761905,1,1,0,0,0.069006556,1.233333333,259,3,0,1,0.551494996,0.688941252,144.677663,1.089674314,0.13256988,0.685865725,0.142723877,0.699557121,146.9069954,1.111003863,0.08794041,0.691996317,0.17571695,0.990392702,207.9824674,1.267564599,0.390343397,1.012496521,0.142197624,0.358103176,75.20166705,1.083191366,-0.028643472,0.337980267,0.155729923,0.206747652,43.41700699,0.392002273,0.004819014,0.207994007,0.069835938,57.97072657,12173.85258,92.6223167,11.13586988,57.85434802,12.0394236,0.458568602,91.71372045,1.094436472,0.006512533,0.432856828,0.281483657,0.456657564,91.33151282,1.094436472,0.006512533,0.432856828,0.28384279,0.507319083,101.4638166,1.29620807,0.006512533,0.516630073,0.286088386,0.41172916,82.3458319,1.094436472,0.000313063,0.399792507,0.312901688,0.2381645,13.33721199,0.884357113,0.009717071,0.198193978,0.191011021,0.519450693,109.0846455,1.341746317,0,0.546442753,0.31581918,0.09047619,19,1,0,0,0.287548227,0.00952381,2,1,0,0,0.097356258,3,1,0.357142857,75,1,0,0,0.480302365,0.619047619,130,1,0,1,0.486781292,0.023809524,5,1,0,0,0.152819629,7.285967958,1530.053271,30.08321791,0,6,5.806728028,1.155396825,242.6333333,3,0,1.333333333,0.806614716,1.714285714,360,5,0,2,1.381451187,2.123809524,446,6,0,2,1.50403119,0.787770563,121.3166667,1.5,0.5,0.75,0.235841193,1.040297172,160.2057646,2.321928095,0,1,0.71813927,1,20.04,t5_eclipse (C_3.java)
other,124.9767136,1374.74385,266.6158,66.64175,91.6667,69.60891862,266.6158,266.6158,266.6158,266.6158,266.6158,,,0,,,,,1,11,1,1,1,0,0.090909091,1,1,0,0,0.301511345,0,0,0,0,0,0,0.909090909,10,2,0,1,0.70064905,0.898513382,9.8836472,1.126660495,0.723485851,0.868011869,0.124133531,0.940893541,10.34982895,1.146073084,0.756514154,0.881917193,0.135520237,1.12221345,12.34434795,1.233007158,0.949335391,1.167250115,0.113123596,0.57555921,6.331151312,0.95949062,0.423428954,0.524140916,0.159979559,0.17740345,1.951437951,0.241648281,0.004202425,0.19394364,0.070719632,75.65645793,832.2210372,95.76614209,60.77281149,73.78100886,10.61915774,0.439601825,3.516814597,0.878446149,0.006082253,0.358037062,0.385119597,0.439601825,3.516814597,0.878446149,0.006082253,0.358037062,0.385119597,0.478589473,3.828715784,0.878446149,0.012150813,0.510953375,0.389144841,0.400614176,3.204913411,0.878446149,1.37E-05,0.222479461,0.410439445,0.220547444,0.441094888,0.432512648,0.00858224,0.220547444,0.299764066,0.352151995,3.87367194,0.878446149,0,0.079659887,0.398664899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636,7,1,0,1,0.504524979,0.363636364,4,1,0,0,0.504524979,0,0,0,0,0,0,9.290654766,102.1972024,18.68154169,3.16227766,8,4.433069752,1.942424242,21.36666667,2.5,1.6,2,0.25389889,4.818181818,53,5,4,5,0.404519917,5,55,6,4,5,0.447213595,0.971212121,10.68333333,1.25,0.8,1,0.126949445,2.263395714,24.89735285,2.321928095,2,2.321928095,0.130226326,0,20.04,t5_eclipse (C_3.java)
question,169.4536833,508.36105,249.99715,91.71665,166.64725,79.17756135,,0,,,,,,0,,,,,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0.577350269,0.727891255,2.183673764,0.79298285,0.685115152,0.705575761,0.057291762,0.78498243,2.354947289,0.865562557,0.714454016,0.774930716,0.076054096,0.987412958,2.962238873,1.066811539,0.917972972,0.977454362,0.074917354,0.38265143,1.147954291,0.38265143,0.38265143,0.38265143,0,0.203438007,0.610314021,0.231042718,0.180514471,0.198756831,0.025587321,61.14286538,183.4285961,66.61055941,57.54967277,59.26836396,4.812508009,0.160377864,0.160377864,0.160377864,0.160377864,0.160377864,,0.160377864,0.160377864,0.160377864,0.160377864,0.160377864,,0.160377864,0.160377864,0.160377864,0.160377864,0.160377864,,0.160377864,0.160377864,0.160377864,0.160377864,0.160377864,,,0,,,,,0.053459288,0.160377864,0.160377864,0,0,0.092594203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,1,0,0,0.577350269,0.666666667,2,1,0,1,0.577350269,0,0,0,0,0,0,15.67423852,47.02271555,22.02271555,10,15,6.039649862,1,3,1,1,1,0,1,3,1,1,1,0,2,6,2,2,2,0,0.5,1.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,20.04,t5_eclipse (C_3.java)
shapes declarations and add,208.7864508,36955.2018,841.6099,66.64475,183.29755,124.0987113,372.74421,16773.48945,841.6099,250.00825,333.30665,130.8111663,683.2604875,2733.04195,841.6099,574.8761,658.277975,112.8548169,1,177,1,1,1,0,0.254237288,45,1,0,0,0.436666882,0.02259887,4,1,0,0,0.149042484,1.231638418,218,7,0,1,0.817086095,0.789280744,139.7026917,1.203089939,-0.018608957,0.832702648,0.280145405,0.807227848,142.8793292,1.216323817,-7.04E-05,0.86334036,0.306225604,1.010925555,178.9338233,1.269296582,1.85E-07,1.082831917,0.285344063,0.518518785,91.77782501,1.141808067,-0.102493108,0.517464862,0.294187232,0.163432169,28.92749389,0.477444078,5.18E-08,0.17121285,0.099187335,66.4126287,11755.03528,101.0595549,-1.56315235,69.94702244,23.57556227,0.320673572,51.94911861,1.226315998,1.06E-08,0.266950889,0.285843075,0.31823862,51.55465645,1.226315998,1.06E-08,0.25867605,0.287199391,0.361347617,58.53831387,1.226315998,1.06E-08,0.318491337,0.302722521,0.28289265,45.82860936,1.226315998,1.06E-08,0.127035506,0.301088394,0.199228552,8.76605627,0.762984524,0.001927998,0.121289127,0.194363167,0.343397254,60.78131394,1.373608934,0,0.300954257,0.31276635,0.163841808,29,1,0,0,0.371181985,0.02259887,4,1,0,0,0.149042484,4,2,0.785310734,139,1,0,1,0.41177145,0.197740113,35,1,0,0,0.399424985,0.011299435,2,1,0,0,0.105996385,5.34555176,946.1626614,29.73213749,0,3.16227766,5.276038523,1.958972289,346.7380952,2.8,0,2,0.473463767,4.259887006,754,7,0,4,1.322972715,4.338983051,768,7,0,4,1.106953787,0.985051407,173.3690476,1.4,0.5,1,0.22549685,1.979091084,348.3200308,2.584962501,0,2,0.480039116,0,20.04,t5_eclipse (C_3.java)
while loop,191.8112537,39129.49575,624.9417,66.6125,166.657875,107.4588266,347.422538,15981.43675,624.9417,258.2985,320.782325,100.1092403,583.2251583,3499.35095,624.9417,508.27605,604.06465,47.10219155,1,204,1,1,1,0,0.225490196,46,1,0,0,0.418932793,0.029411765,6,1,0,0,0.169373366,1.083333333,221,4,0,1,0.550786868,0.775710489,158.2449397,1.132075397,0.428497955,0.784081958,0.135649768,0.806278595,164.4808333,1.181639048,0.441797395,0.816540022,0.152832337,1.002167734,204.4422177,1.201329938,0.682488456,1.010534735,0.097461079,0.473514793,96.59701783,1.025817847,0.003315904,0.416668281,0.20457144,0.176199422,35.944682,0.359811351,0.003738124,0.190182836,0.080245209,65.24916924,13310.83053,95.09433337,35.99382819,65.86288448,11.39933234,0.40629937,76.79058088,0.956875062,2.44E-05,0.437047549,0.275117803,0.406161084,76.76444497,0.956875062,3.16E-05,0.437047549,0.275316732,0.428488934,80.98440851,0.956875062,3.97E-05,0.52761892,0.27821349,0.384384422,72.64865568,0.956875062,1.79E-06,0.42557217,0.290943522,0.225866539,5.872530012,0.560597828,2.00E-05,0.186465203,0.189664945,0.405507124,82.72345333,1.00397474,0,0.493289262,0.29453276,0.12745098,26,1,0,0,0.334297842,0.049019608,10,1,0,0,0.216440118,4,5,0.588235294,120,1,0,1,0.493363667,0.37745098,77,1,0,0,0.485941646,0.034313725,7,1,0,0,0.182481579,7.335237665,1496.388484,27.78488798,0,6.041381265,5.704390683,1.676120448,341.9285714,3,0,1.6,0.579973541,2.808823529,573,7,0,3,1.507851565,3.220588235,657,7,0,3,1.151297254,0.8421886,170.9642857,1.5,0.5,0.8,0.284630537,1.233974937,250.4969121,2.584962501,0,1,0.791363288,0,20.04,t5_eclipse (C_3.java)
add to array,236.8032677,7340.9013,599.937,83.35705,224.98085,139.4133255,413.84515,3724.60635,599.937,274.9505,383.30885,118.9558204,561.0697333,1683.2092,599.937,533.27425,549.99795,34.68312052,1,31,1,1,1,0,0.290322581,9,1,0,0,0.461414375,0.096774194,3,1,0,0,0.300537154,1.322580645,41,3,0,1,0.944707954,0.877026957,27.18783566,1.113847676,0.247508094,0.904164994,0.185173553,0.897271819,27.81542639,1.12565994,0.027635978,0.908112896,0.213794446,1.056664721,32.75660634,1.195873244,0.817523063,1.090446486,0.108204736,0.624322962,19.35401182,1.050632788,-0.043978265,0.672375186,0.302464365,0.137533476,4.26353776,0.363830369,0.024639101,0.095720974,0.095012077,73.75629878,2286.445262,94.67705247,20.79067994,75.94985946,15.57739054,0.288809893,7.220247333,0.810733871,0.001088834,0.222461849,0.267151719,0.262068943,6.551723581,0.810733871,0.000939628,0.153446086,0.282972781,0.418214175,10.45535437,0.915380084,0.001088834,0.573128511,0.330316923,0.186146562,4.653664048,0.810733871,1.61E-05,0.03288238,0.291592147,0.318045314,3.816543772,0.645287041,0.016553408,0.404057042,0.2085242,0.347114922,10.7605626,0.918186482,0,0.156214261,0.345835694,0.161290323,5,1,0,0,0.373878251,0,0,0,0,0,0,1,0,0.838709677,26,1,0,1,0.373878251,0.161290323,5,1,0,0,0.373878251,0,0,0,0,0,0,5.640108573,174.8433658,27.07397274,1,3,6.21520832,1.920583717,59.53809524,3,1,2,0.552716629,4.161290323,129,6,1,4,1.634967363,4.290322581,133,7,2,4,1.465003945,0.960291859,29.76904762,1.5,0.5,1,0.276358315,1.807878322,56.04422798,2.584962501,0,2,0.694593261,0,20.05,t0_eclipse (B_9.java)
array list definition,133.3235,799.941,224.9826,74.99305,112.4877,63.67436927,,0,,,,,,0,,,,,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,5,1,0,1,0.40824829,0.86124258,5.167455478,1.00693358,0.741092343,0.833331353,0.105119693,0.934911604,5.609469625,1.070658021,0.773886972,0.963642678,0.110199811,1.050503826,6.303022955,1.186607064,0.996417396,1.037192986,0.070149336,0.541065922,3.24639553,0.802782276,0.392758414,0.469794751,0.182208313,0.169393339,1.016360034,0.261244085,0.053290578,0.189571316,0.083114303,72.51219896,435.0731938,85.58935427,62.2517568,69.99983363,9.114164899,0.260645262,1.303226308,0.648104191,0.002768175,0.041506651,0.319359245,0.260645262,1.303226308,0.648104191,0.002768175,0.041506651,0.319359245,0.260645262,1.303226308,0.648104191,0.002768175,0.041506651,0.319359245,0.260645262,1.303226308,0.648104191,0.002768175,0.041506651,0.319359245,,0,,,,,0.217204385,1.303226308,0.648104191,0,0.041506651,0.304819489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,4,1,0,1,0.516397779,0.333333333,2,1,0,0,0.516397779,0,0,0,0,0,0,6.15532319,36.93193914,12,2.828427125,4.928650381,3.396232577,1.416666667,8.5,2,1,1.25,0.49159604,2.5,15,6,1,2,1.974841766,3.166666667,19,6,2,2.5,1.602081979,0.708333333,4.25,1,0.5,0.625,0.24579802,0.959147917,5.754887502,2.584962501,0,0.79248125,1.112335833,0,20.05,t0_eclipse (B_9.java)
for loop,201.7898022,9282.3309,566.5769,74.9932,179.145425,100.6270293,325.5539857,4557.7558,566.5769,250.02185,304.0896,79.33482335,566.5769,566.5769,566.5769,566.5769,566.5769,,1,46,1,1,1,0,0.304347826,14,1,0,0,0.465215134,0.02173913,1,1,0,0,0.147441956,1.086956522,50,2,0,1,0.589767825,0.780670543,35.91084499,1.078952511,0.009286379,0.817500639,0.201891909,0.824237529,37.91492635,1.105318526,0.00381697,0.86872945,0.230213781,1.048999339,48.25396959,1.207676103,0.139232562,1.072317028,0.169003069,0.439342096,20.20973643,1.007132163,-0.043978265,0.40584743,0.246321153,0.204104225,9.388794328,0.338792545,0.035869199,0.225368114,0.084553565,65.67009782,3020.8245,90.63201093,0.780055853,68.67005367,16.99765377,0.436628586,17.46514345,0.963577853,0.000364474,0.495942624,0.338582958,0.436628586,17.46514345,0.963577853,0.000364474,0.495942624,0.338582958,0.477203297,19.08813188,0.963577853,0.000364474,0.573128511,0.338001239,0.396053876,15.84215502,0.963577853,1.85E-05,0.356715803,0.366586858,0.229525225,2.295252247,0.496205193,0.025075074,0.097459311,0.199913679,0.421993385,19.41169572,0.963577853,0,0.550804282,0.357115534,0.108695652,5,1,0,0,0.314696388,0.130434783,6,1,0,0,0.340502612,1,3,0.456521739,21,1,0,0,0.503610155,0.543478261,25,1,0,1,0.503610155,0,0,0,0,0,0,7.445265729,342.4822235,25.63201124,1,7,5.645310421,1.673188406,76.96666667,3,0,1.6,0.90928325,2.652173913,122,6,0,3,1.803914155,2.760869565,127,5,0,2.5,1.319676435,0.916269841,38.48333333,1.5,0.5,0.9,0.389974082,1.125745907,47.28132811,2.251629167,0,1.29248125,0.898578668,1,20.05,t0_eclipse (B_9.java)
objects declaration,255.0298742,8415.98585,833.23795,74.98895,199.98205,182.5688789,478.27862,4782.7862,833.23795,258.3242,491.59075,175.1810834,635.3438375,2541.37535,833.23795,541.57995,583.278725,137.6585617,1,33,1,1,1,0,0.303030303,10,1,0,0,0.466693722,0.121212121,4,1,0,0,0.331433983,1.212121212,40,3,0,1,0.739830038,0.852844623,28.14387255,1.106013965,0.528358667,0.84778945,0.153131764,0.874906645,28.87191928,1.149128563,0.47727562,0.898363903,0.170222687,1.055966853,34.84690614,1.23082534,0.821844648,1.052989114,0.09664899,0.567010572,18.71134889,1.005404846,0.259643349,0.51100411,0.218498576,0.152848515,5.044000991,0.288721563,0.034593038,0.157386542,0.071688753,71.80416282,2369.537373,92.9051731,44.38212805,71.21431383,12.94987052,0.326386975,9.465222282,1.073291613,0.000477866,0.263579069,0.309366647,0.314918181,9.132627238,1.073291613,0.000157032,0.263579069,0.316286755,0.397055028,11.51459582,1.073291613,0.000939628,0.263579069,0.351973499,0.267187717,7.748443784,1.073291613,8.14E-06,0.080497193,0.329695753,0.28149326,2.533439338,0.742973586,0.00065303,0.328415022,0.258615759,0.354015946,11.68252622,1.095859903,0,0.263579069,0.357338669,0,0,0,0,0,0,0.121212121,4,1,0,0,0.331433983,0,2,0.666666667,22,1,0,1,0.478713554,0.303030303,10,1,0,0,0.466693722,0.03030303,1,1,0,0,0.174077656,6.314639641,208.3831081,23.08679276,0,5.099019514,5.860716053,1.635642136,53.97619048,2,1.333333333,1.5,0.26369013,3.606060606,119,6,2,3,1.53987406,4.303030303,142,7,3,4,1.357498814,0.817821068,26.98809524,1,0.666666667,0.75,0.131845065,1.733606819,57.20902502,2.584962501,1,1.584962501,0.577335704,0,20.05,t0_eclipse (B_9.java)
other,170.5280577,2216.86475,283.32185,66.6746,150.0356,68.93164698,274.98955,549.9791,283.32185,266.65725,274.98955,11.78365167,,0,,,,,1,14,1,1,1,0,0.142857143,2,1,0,0,0.36313652,0,0,0,0,0,0,1.285714286,18,3,0,1,0.913873533,0.829914819,11.61880746,0.995821759,0.607660605,0.842334795,0.099817659,0.852116841,11.92963577,1.01727958,0.625418318,0.84437811,0.108313476,0.950723256,13.31012558,1.047702184,0.827016265,0.943296213,0.069387884,0.642399795,8.993597126,0.851250115,0.36621512,0.704963446,0.166923009,0.098313038,1.376382531,0.223634025,0.024781234,0.090321406,0.05601072,69.69592568,975.7429596,82.65320602,51.04349083,70.75612277,8.22144426,0.278138628,3.337663539,0.648104191,4.94E-05,0.160407168,0.257610573,0.268463437,3.221561245,0.648104191,4.94E-05,0.160407168,0.267233475,0.315290716,3.783488588,0.648104191,5.15E-05,0.183744367,0.253429259,0.250661732,3.007940784,0.648104191,4.73E-05,0.137069968,0.269431759,0.124560172,0.49824069,0.289179123,2.94E-06,0.104529313,0.120300144,0.280825426,3.931555967,0.683100974,0,0.186481896,0.272857995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,5,1,0,0,0.497245158,0.571428571,8,1,0,1,0.513552591,0,0,0,0,0,0,7.000731943,98.0102472,20,0,4.928650381,6.556596981,1.464285714,20.5,2,0,1.75,0.634407225,2.071428571,29,3,0,3,1.141138818,2.5,35,4,0,3,0.940539943,0.788461538,10.25,1,0.5,1,0.246774058,0.975361539,12.67970001,1.584962501,0,1.584962501,0.80257696,0,20.05,t0_eclipse (B_9.java)
